Title,Genre,Language,Platform,Mood,Runtime,Rating,Description
Broker Bheeshmachari,Drama,kannada,Sony,Comedy,166,8,"Broker Bheeshmachari is a 1969 Indian Kannada film, directed by B C Srinivas. The film stars Rajesh, Jayanthi, Shailshri and Narasimharaju in lead roles. The film had musical score by Vasanth Kumar."
Jeevana Jyothi,Romance,kannada,ETV,Horror,141,9,"Jeevana Jyothi is a 1987 an Indian Kannada film directed by P. Vasu. The film stars Vishnuwardan, Ambika and Nalini in the lead roles. Music of the film was composed by Vijay Anand."
Entea Naadu,Drama,malayalam,Zee,Drama,146,6,"Entea Naadud is a 1984 Indian Malayalam film directed by Rajesh Touchriver and produced by Sunitha krishnan. The film stars Mammootty, Roja & Aishwarya in the lead roles. Music of the film was composed by Sharreth."
Kiss Kis Ko,Drama,hindi,Sony,Comedy,119,9,The boys discover one essential truth that to be a band they must forge a bond.
Hashar - A Love Story,Romance,punjabi,ETV,Horror,174,9,"In a university, politicians, for their own benefit, influence student politics which takes an ugly turn and creates havoc in the personal life of students."
Jeene Nahin Doongi,Mature,hindi,Eros Now,Romantic,145,9,Badal falls in love with a woman who agrees to marry him on a condition that leaves him in a life-shattering situation. What did she ask for?
Humne Jeena Seekh Liya,Drama,hindi,JioHotstar,Action,150,8,A group of teenage school boys gather in their beloved 'adda' to deliberate on the every day of school-life... and learn valuable lessons on the way.
U Me Aur Hum,Drama,hindi,Zee,Drama,162,8,Ajay and Pia's world comes crashing down when Pia is diagnosed with Alzheimer's disease. But the two don't give up in the worse of times.
Kanoon Ki Awaaz,Action,hindi,Sony,Comedy,120,9,"The film revolves around Darshall Lall, who is a gangster with many political connections. And it is for this reason that no police officer has dared to arrest Lall or any of his men."
Khoobsurat,Comedy,hindi,ETV,Horror,148,8,"In order to get money, Sanju a con-man decides to pose as a member of the Shastri family to gain their wealth, but fate has something else in store."
Last Chance,Horror,hindi,Eros Now,Romantic,80,7,The film is based on a woman's revenge who is now taking revenge on another character.
Azhagiya Tamilmagan,Action,tamil,JioHotstar,Action,176,7,Guru Moorthy is a business management student who is love with Abhinaya- the daughter of a business baron. When he sees a vision of he himself killing Abhi; Guru must figure out why he does so.
Aga Bai Arechyaa 2,Comedy,marathi,Zee,Drama,141,9,A love story blooms between a writer and a woman whose touch can kill the person she loves!
Prahaar,Action,hindi,ETV,Horror,148,6,An idealistic and patriotic army officer is shocked to see that the country he has fought for is going to the dogs.
Tum Ho Yaara,Drama,hindi,Eros Now,Romantic,135,8,Shiva chooses to stay away from his love Meera and go to the US to get a job. There he meets with an accident and loses his memory.
Srimanthudu - Telugu,Drama,telugu,JioHotstar,Action,159,6,A father and son stand the test of time to fight for truth and justice.
Sellvandhan,Action,tamil,Zee,Drama,159,7,"Harsha is the idealistic scion of a self-made multi-millionaire, Ravikant. A chance meeting with Charusheela leads Harsha to a remote village, which he wishes to adopt and develop."
18.11 - A Code of Secrecy,Action,hindi,Sony,Comedy,130,6,"A software engineer is arrested for allegedly planting bombs in Mumbai, Kashmir and Guwahati."
Agni Devi,Thriller,tamil,ETV,Horror,101,8,A cop runs up against political corruption while investigating the murder of a journalist.
Dictator - Yudh Ek Jung,Action,hindi,Eros Now,Romantic,146,9,"When the lives of his loved ones are in peril, an affluent businessman takes on the identity of a commoner to fight evil."
Once More,Drama,marathi,JioHotstar,Action,129,9,"Once More is a Marathi movie about Kapil, an archaeologist, who's unhappily married to Anjali. When he finds a possibly magical dagger, he visits to Avadhpuri to find out more. Anjali is also visiting her grandfather who lives in Avadhpuri. When Kapil and Anjali are reunited in the town, strange things happen which are tied to a secretive, ancient past. What happens when this secret comes to light?"
Hatyari,Drama,hindi,Zee,Drama,111,6,"Hatyari is a 2000 Hindi film, directed by Rakesh. The film stars Dinesh Hingoo, Rakesh Bedi, Ram Mohan, Sadashiv Amrapurkar in lead roles."
Bajirao Mastani - Telugu,Drama,telugu,Sony,Comedy,157,8,"An epic love story between a ferocious Maratha general, Bajirao and his second wife Mastani, a warrior princess who struggle to make their love triumph amid opposition from his conservative family."
Chaahat – Ek Nasha,Romance,hindi,ETV,Horror,149,6,"Mallika (Manisha Koirala) loves Rahul Kapoor (Aryan Vaid), her friend and collaborator, but refuses to marry him. As they grow distant, he develops feelings for Rashmi (Preeti Jhangiani), and soon launches her debut album. This irks Mallika and she wants him dead. Will her bodyguard — Jaidev — murder Rahul? Or does better sense prevail in the end? Find out in Chaahat – Ek Nasha."
I Dont Luv U,Comedy,hindi,Eros Now,Romantic,120,8,The film focuses on the youth of today who are extremely casual in their relationships and do not want to delve into the intricacies of commitments.
Ishq Ke Parindey,Drama,hindi,JioHotstar,Action,113,8,"For Sheen and Faiz, love surpassed all borders. But can they protect the flame of their sacred love from hatred and violence? Ishq Ke Parindey portrays the Indo-Pak conflict against the backdrop of a love story and bears a message of peace."
Maunn,Drama,hindi,Zee,Drama,11,7,What happens when a shocking revelation compels a couple to face a horrifying truth but are unable to confront the perpetrator?
Short Circuit,Comedy,gujarati,Sony,Comedy,123,7,"Short Circuit is a Gujarati movie about Samay, who falls in love with Seema, a TV anchor. Seema interviews a scientist and discovers his dangerous experiments. The scientist threatens her to not interfere with his research. But Samay gets unwittingly trapped in the scientist's evil plan. Can he save Seema and uncover the mystery behind this scheme? Watch Short Circuit to find out."
Kuasha Jakhon,Horror,bengali,ETV,Horror,102,7,A first of its kind paranormal romance for Bengali cinema that brings a spiritual story of timeless love to life.
Boxer,Drama,bengali,Eros Now,Romantic,147,8,Boxer is a Bengali sports drama movie about a young boxer Rony (Shikhar Srivastava) who realises that life is a lot like the boxing ring... where defeat is not declared when you fall down but when you choose to give up. Watch Boxer to know whether Ronny gets knocked out or emerges a champion.
Meri Khoj Mere Haath - Short Film,Drama,hindi,JioHotstar,Action,8,9,"An inspiring story of self-discovery when a clueless, young woman realizes her dreams and aspirations."
Thanneer Mathan Dinangal,Comedy,malayalam,Zee,Drama,135,9,"Thanneer Mathan Dinangal follows the life of a sceptical yet honest eleventh-grade student, Jaison. The boy has a huge crush on Keerthy, his classmate but unfortunately, she does not reciprocate his feelings. Matters worsen when their new Malayalam teacher — Ravi Padmanabhan — becomes the centre of attraction. Ravi's influence on everyone irritates Jaison and he openly complains about Ravi being a fraud. As the film progresses, Ravi's true identity is revealed while Keerthy and Jaison fall in love. Experience the mischievousness during school days, teen angst, and a whole lot more in this coming-of-age drama."
Anta Fazila,Horror,hindi,Sony,Comedy,121,7,Anta Fazila is a Hindi horror drama starring Bhavesh Koriya and Kavya Chauhan in prominent roles. The movie also stars Sajid Hussain.
Jamun,Drama,hindi,ETV,Horror,92,8,"Jamun is a Hindi movie about a father trying to find a groom for his daughter who is squinted. In this process, he is diagnosed with Parkinson’s disease. Watch Jamun to find out if he gets his daughter married."
Nannha Farishta,Drama,hindi,Eros Now,Romantic,133,9,"Three burglars have to kidnap a young infant. But things don't go as per plan, as the kid falls sick and needs urgent medical attention."
Dharm Adhikari,Drama,hindi,JioHotstar,Action,159,9,"Dharamaraj hides a secret which will destroy his status and position in society, alientaing his family completely. Dharamraj is a much loved king in Nandgaon, an territory he has inherited from his ancestors. But Chowdhary and Shastry of the village are jealous of him."
Mother India,Drama,hindi,Zee,Drama,167,7,"An epic blockbuster of a brave woman who raises her sons through many trials and tribulations, but no matter the struggles, always sticks to her own moral code."
Chauhar,Drama,hindi,Sony,Comedy,123,8,"Based on a true story, Chauhar explores the reality of casteism when an upper caste girl, falls for a Dalit activist."
Office #thebrightesthorrorfilm,Horror,hindi,ETV,Horror,96,8,The story of the Office explores the basic idea of ghosts. It is a psychological horror that showcases how office employees get scared when they start seeing the ghost of a girl.
Kabab Mein Haddi,Comedy,hindi,Eros Now,Romantic,109,8,"London-based Takila wants to marry a Punjabi girl but gets caught in a web of income tax raids, cops and two other girls vying for his affection."
Kuch Kuch Locha Hai,Mature,hindi,JioHotstar,Action,144,7,"A rich Gujarati businessman Praveenbhai lies about his marital status when he meets Shanaya, a beautiful Bollywood debutante."
Khatre Da Ghuggu,Comedy,punjabi,Zee,Drama,117,9,"Khatre Da Ghuggu is a Punjabi movie reloving around Fateh (Jordan Sandhu), an Rj who falls in love with Meet. But their love story takes an unusual turn when an astrologer predicts the early death of Meet's father Kanwar Mahinder Singh. Terrified, he does everything he can to avoid it which leads to comic situations. Watch Khatre Da Ghuggu to see all the things Singh does to avoid his early death."
Pareshaan Parinda,Action,hindi,Sony,Comedy,112,9,Neel's life gets complicated when he gets up with a random stranger in bed not recollecting how he got there!
Ram Aur Shyam,Drama,hindi,ETV,Horror,171,6,"Ram and Shyam look very much alike yet are completely different in temperament and outlook. Ram is a quiet person while Shyam is lively, full of fun, and lives in constant fear of his wealth."
Life is Beautiful,Comedy,hindi,Eros Now,Romantic,116,6,A greed for Canadian residency forces Raj to marry Pia. They live together and there comes a twist when Linda enters into Raj's life.
Koyelaanchal,Action,hindi,JioHotstar,Action,145,7,"Koyelaanchal is the story of Saryu Bhan Singh, a ruthless Mafioso and Nisheeth Kumar, an upright District Collector who face off in a most unusual way."
Vantas,Comedy,marathi,Zee,Drama,129,7,"In search of her childhood friend, Gauri reaches a small town and seeks help from an undisciplined guy, Ambya, who's in love with her. Will the two find her friend?"
Borof,Drama,bengali,Sony,Comedy,101,9,"Borof is the story of Subham Biswas a deft mountain climber who goes missing on his dream expedition to climb Everest. His loss creates a void in the lives of his wife Mrittika & his mother. While Mrittika has come to terms with the tragic fact, Subham's mother is unable to move on. The cold tale between the two women & their efforts to overcome their anguish is the essence of the film."
Sab Kushal Mangal,Comedy,hindi,ETV,Horror,132,7,"Sab Kushal Mangal is a romantic comedy movie about Pappu Mishra, creator & host of a Reality TV show, Mandira, a middle-class girl & Baba Bhandari, a corrupt Politician. This Hindi movie shows a series of humourous events that take place between Pappu & Baba trying to take revenge on each other, while falling for Mandira in the process. Watch Sab Kushal Mangal to see who Mandira finally chooses!"
Lajja,Drama,hindi,Eros Now,Romantic,202,6,A pregnant woman witnesses atrocities committed on women around the country while on a run from her husband.
Unkahee,Thriller,hindi,JioHotstar,Action,41,8,"Watch Unkahee – An Original Crime Thriller, join 6 murder suspects on their search to find the real killer amongst them. Watch the lives of these seemingly regular people change forever when they are pinned in a room and asked to find the serial killer hiding amongst them within 12 hours or face certain death. Will they be able to do what Delhi Police has been trying for the last 12 months?"
Bhuban Majhi,Drama,bengali,Zee,Drama,113,7,"Bhuban Majhi a wartime romance movie spanning four decades simultaneously from 1970 to 2013. Bhuban Majhi depicts the rebel within a common man, played by Parambrata Chatterjee. Nahir struggles to cope with the ongoing countrywide turmoil for independence. As a patriot, Nahir wants to take part in this war for independence, but the artist in him wants to attain freedom in a peaceful manner."
Bawri Chhori,Drama,hindi,Sony,Comedy,82,6,"Bawri Chhori is a Hindi drama movie of Radhika whose husband leaves her & goes away to London. Radhika waits for her husband to return, but her wait turns into frustration & she decides to go to London to take revenge. What follows next is a journey where she meets people who try to persuade & dissuade her from her path. Watch Bawri Chhori to know if she's able to take revenge from her husband."
Haathi Mere Saathi,Drama,hindi,ETV,Horror,170,8,Orphaned Raju lives with four elephants and loves them. The problem arises when Raju falls in love with Tanu.
Villu,Action,tamil,Eros Now,Romantic,145,8,A plainclothes police officer feigns romance with a woman to catch notorious gangsters.
Chitkabrey - Shades Of Grey,Mature,hindi,JioHotstar,Action,112,8,"A story about seven couples who are brought together by chance once again, who will have to now face each other's interlinked past, present and future."
Aur Pyar Ho Gaya,Romance,hindi,Zee,Drama,154,6,Two childhood friends plan to get their children married; little do they know that one friend's daughter is already in love with someone else.
Khota Sikka Jaat Ke Thaat,Comedy,hindi,Sony,Comedy,116,8,A small-town boy meets the love of his life but their families are at war with each other. They must hatch a plan to bring their families together.
Daag,Drama,hindi,ETV,Horror,134,7,"To escape the cruelties around him, a young sculptor becomes addicted to alcohol. He later tries to quit, but will society accept him?"
Sapne Saajan Ke,Drama,hindi,Eros Now,Romantic,162,6,"As a couple falls helplessly in love with one another, they feel the need to lie about their wealth and status."
Dhanwaan,Drama,hindi,JioHotstar,Action,149,8,"Anju gets the shock of her life when she goes back to meet Kashi, as she learns that he is deeply in love with another girl, Imli."
Soulsathi,Comedy,hindi,Zee,Drama,17,7,Preeti is looking for her soulmate. But all the men she meets can only see her body. No one can see her soul.
Na Jaane Kabse,Romance,hindi,Sony,Comedy,132,8,"Karan Bajaj, a bartender turned resort developer, is the King of Tragedies. He is ditched at the altar by his fiance for the third time, and to save face he claims that she was not good enough for him. What happens next?"
Ashok Chakra - Tribute To Real Heroes,Action,hindi,ETV,Horror,86,8,"Based on the true story of the 26/11 terror attack, this movie is a tribute to all the martyrs who lost fighting for the freedom of innocent lives."
August 25 - Short Film,Mystery,hindi,Eros Now,Romantic,17,8,"A twisted tale of time, where two strangers strike up a conversation in a cab that shall rewrite their destinies."
Zindagi-1976,Drama,hindi,JioHotstar,Action,137,6,An old married couple gets separated in their twilight years due to their son's mistreatment. Its their daughter who will take an extreme step to teach her brothers a lesson and bring back her parents together.
Vidhata - Tere Khel Hain Nirale,Drama,hindi,Zee,Drama,146,7,"Vidhata Tere Khel Hain Nirale is a story of three youngsters who must face destiny, fate and God to find their true love for each other."
Patli Re Patli,Comedy,marathi,Sony,Comedy,136,6,"Patli Re Patli is a 1990 Indian Marathi film, directed by Vinay Lad and produced by Sudhakar Bokade. The film stars Laxmikant Berde, Varsha Usgaonkar, Suryakant and Neelu Phule in lead roles. The film had musical score by Anil Mohile."
Paagalpan,Romance,hindi,ETV,Horror,147,9,"Th story revolves around two lovers Sameer and Roma, who face opposition from the wealthy father of the boy and the over-protective brothers of the girl. Matters take a turn for the worse when one of Sameer's fathers ships sinks, killing people from Roma's hometown."
Chorni,Drama,hindi,Eros Now,Romantic,149,7,"With the thought of saving a life, Judge Sinha decides to adopt a petty thief only to come face-to-face with her contentious past."
Zindagi Aur Maut,Action,hindi,JioHotstar,Action,119,7,"Spy thriller featuring two security agents, who put their lives in jeopardy for a secret mission that’ll drive you to the edge of your seats!"
New Delhi,Drama,hindi,Zee,Drama,147,9,New Delhi is about a Delhi-based journalist who is imprisoned in a mental asylum after exposing the wicked side of two corrupted politicians.
Brishti Tomake Dilam,Thriller,bengali,Sony,Comedy,129,7,Brishti Tomake Dilam is a psychological bengali thriller film about a woman who has psychological impact on her sub-conscious which involves her in a murder conspiracy and investigation.
Dotara,Action,bengali,ETV,Horror,120,9,"Dotara is an action drama Bengali film about a regional movement turned anti-national militant where a journalist, decides to find the truth & eventually realises the brittle nature of it."
An Eros Now Original Series,Drama,hindi,Zee,Drama,141,7,"Drugs, mafia, power and greed! Smoke, an Eros Now Original series explores the dark underbelly of Goa you breathe but never see."
Elan,Drama,hindi,Sony,Comedy,124,7,"Javed and Nazparvar are left heartbroken, when his widowed sister suggests that he is not the right match. Years later when they meet, Javed is a lawyer and she is accussed of killing her husband."
Masss,Action,tamil,JioHotstar,Action,141,7,"After a life-threatening accident, a man finds that he can communicate with the dead, and must decide whether to act on their advice."
An Eros Now Original Series,Drama,hindi,Zee,Drama,141,7,Come witness the journey of a common man which will truly inspire you.
Rakshasudu,Action,telugu,ETV,Horror,141,8,"After a life-threatening accident, a man finds that he can communicate with the dead, and must decide whether to act on their advice."
An Eros Now Original Series,Comedy,hindi,Zee,Drama,141,8,"Side Hero is about Kunaal Roy Kapur's struggles and his endeavours to change his life and become a star. Among all this chaos, he finds solace in his ex-wife (Gauahar Khan) and his son. From flirty co-actors to opportunist managers and failed producers, this hilarious comedy has all the elements of a Bollywood production. Kunaal plays a fictional version of his real self and each day he tries to find a shortcut to fame."
An Eros Now Original Series,Drama,hindi,Sony,Comedy,141,9,Out of character. Out of rhythm. Out of order. The FLIP in each story will flip your mind. Can you predict the twist?
555,Action,tamil,JioHotstar,Action,141,9,Aravind is convinced that his girlfriend was with him in an accident but no signs of her exist. He must investigate her disappearance or question his sanity.
Gouravam,Drama,tamil,Zee,Drama,141,8,Arjun and Shanmugam are two rich kids who must face the dark truth when they investigate their friends’ disappearance from a village.
Paradesi,Drama,tamil,ETV,Horror,141,7,Before independence during the 1940's depicts the lives of poor carefree villagers who are lured to work in Tea plantation farms and how they are forced to live rest of their lives as slaves with no traces of hope and freedom.
"Nagaraja Cholan MA, MLA",Comedy,tamil,Eros Now,Romantic,141,7,"The story is all about how Nagaraja Cholan MA, a cunning MLA becomes deputy CM and then CM using his crooked mind."
Shubh Mangal Zyada Saavdhan,Drama,hindi,JioHotstar,Action,141,9,"#100%PrakritikPyaar coming your way, Valentine's 2020."
Laal Kaptaan,Action,hindi,Zee,Drama,141,6,"Har Ram Ka Apna Raavan, Har Ram Ka Apna Dussehra. Presenting Saif Ali Khan in and as Laal Kaptaan. Directed by Navdeep Singh, the hunt will begin on the 11th October 2019."
Gone Kesh,Comedy,hindi,Eros Now,Romantic,141,9,"Diagnosed with Alopecia, what will a young woman do after her condition begins to hamper her ambitions and wreak havoc in her life?"
An Eros Now Quickie,Comedy,hindi,JioHotstar,Action,141,8,"Story of Sheela, who overcomes all issues in life to become a comedian. A story laced with humour and funny performances."
Kadvi Hawa,Drama,hindi,Sony,Comedy,141,6,"Award winning director, Nila Madhab Panda brings us a story, that is too close for comfort."
Aagadu,Comedy,telugu,Eros Now,Romantic,141,9,A tough cop is transferred to a small town which is ruled by a rowdy-sheeter and business man Dhamu. The cop vows to take him down.
Olappeeppi,Drama,malayalam,Eros Now,Romantic,141,9,Olappeeppi portrays the story of an ordinary Malayali family and the changes in the socio-economic scene in Kerala from 1970's to the 2000's .
Ghayal Once Again,Action,hindi,JioHotstar,Action,141,6,"Ajay Mehra, after finishing his life sentence, starts a newspaper and makes a credible name for himself in investigative journalism."
Enga Oru Pattukaran,Drama,tamil,ETV,Horror,127,9,"Enga Oru Pattukaran is a 1987 Indian Tamil film, directed by Gangai Amaran and produced by Kalyani Murugan. The film stars Ramarajan, Rekha, Shantipriya and Senthamarai in lead roles. The film had musical score by Ilaiyaraaja."
Aranyakanda,Action,telugu,Eros Now,Romantic,128,9,"Aranyakanda is a 1986 Telugu action thriller, directed by Kranthi Kumar produced by C. Penchal Reddy. The film stars Akkineni Nagarjuna, Ashwini and Rajendra Prasad in the lead roles. Music of the film was composed by Chakravarthy."
Maha Manishi,Family,telugu,JioHotstar,Action,101,7,"Maha Manishi is a 1985 Indian Telugu film, directed by M. Balaiah and produced by U. Suryanarayana Babu. The film stars Krishna, Jayaprada and Radha in lead roles. The film had musical score by J. V. Raghavulu."
Indrajeet (Sati Sulochana),Drama,telugu,Zee,Drama,138,9,"Indrajeet (Sati Sulochana) is a 1961 Indian Telugu film, directed by S. Rajinikanth and Produced by S. Rajinikanth, D. V. Surya Rao and Kancharla Madhava Rao. The film stars N. T. Rama Rao, Anjali Devi, S. V. Ranga Rao, Kanta Rao and Chittor V. Nagaiah in lead roles. The music of the film was composed by T. V. Raju."
Theendum Inbam,Drama,tamil,Sony,Comedy,79,8,"Theendum Inbam is a 1997 Indian Tamil film, directed by Basu Bhattacharya and starring Rekha, Om Puri, Navin Nischol, Dinesh Thakur and Daisy Irani in lead roles."
Vidiyum Varai Kaathiru,Drama,tamil,ETV,Horror,132,7,"Vidiyum Varai Kaathiru is a 1981 Indian Tamil film, directed by K. Bhagyaraj and produced by S. Sakthivela and M. S. Akbar. The film stars Bhagyaraj, Gokulnath, Sathyakala, Sangili Murugan and Karathe R.V.T. Mani in lead roles. The film had musical score by Ilaiyaraaja."
Jagame Maaya,Family,telugu,Eros Now,Romantic,121,6,"Jagame Maaya is a 1973 Indian Telugu film, directed by I. N. Murthy and produced by P. V. Subba Rao. The film stars Murali Mohan and Vijaya Lalitha in lead roles.The film had musical score by Satyam."
Kelviyum Naane Bathilum Naane,Drama,tamil,JioHotstar,Action,124,7,"Usha commits suicide when her piano teacher, Nirmal rejects her love. Her mother, Sathya Devi sets out to seek her revenge against him. She later, learns that Usha is not her daughter."
Selvam,Drama,tamil,Zee,Drama,108,8,"Selvam 1966 Indian Tamil Movie directed by K. S. Gopalakrishnan. Produced by. V. K. Ramaswamy Star Cast Sivaji Ganesan, K. R. Vijaya, S. V. Ranga Rao and S. V. Sahasranamam in lead roles. The film had music by K. V. Mahadevan."
Bhale Huduga,Romance,kannada,Sony,Comedy,135,7,"Bhale Huduga is a 1978 Indian Kannada film, directed by T. R. Ramanna and produced by R. Ganesh. The film stars Vishnuvardhan, Manjula, Dwarakish and Udaykumar in lead roles. The film had musical score by G. K. Venkatesh."
Idhu Thaada Needhi,Romance,tamil,ETV,Horror,96,6,"Idhu Thaada Needhi is a 1984 Indian Tamil film, directed by KM Purushothaman. The film stars V S Raghavan, Sujatha in lead roles. The film had musical score by Dr. Shankar Ganesh."
Pudhalvan,Mature,tamil,Eros Now,Romantic,99,9,"Pudhalvan is a 1997 Tamil crime film directed by Selva Vinayagam. The film features Ramki and Pragathi in lead roles, with Vijayakumar, Jayanthi, newcomer Raghavi, Mohan Natarajan, S. N. Vasanth and Raja Raveendar playing supporting roles. The film has musical score by Deva."
Vasantham Vanthachu,Drama,tamil,JioHotstar,Action,120,7,"Fate makes a man, who has vowed to remain a bachelor throughout his life to take care of his ailing father, meet a woman. Unexpected developments follow, which change his life."
Parijatham,Drama,tamil,Zee,Drama,128,8,"Parijathamis a 1950 Indian Tamil film, directed and produced by Shekhar. The film stars T.R.Mahalingam, M.V.Rajamma and B.S.Sarojan lead roles. The film had musical score by S.Venkatraman."
Vijrumbhana,Action,telugu,Sony,Comedy,133,8,"Arun Kumar’s father was falsely accused of a murder and hung to death and his mother disappears never to return. Vijrumbhana, as the title itself suggests is about the aggressive behaviour of Arun Kumar who grows up to become a famous lawyer to avenge his parents."
Pappu,Family,malayalam,ETV,Horror,143,8,"Pappu is a 1980 Indian Malayalam film, directed by Baby and produced by Raghu Kumar. The film stars Prathap Pothen, Seema, Sukumari and Jagathy Sreekumar in lead roles. The film had musical score by K. J. Joy."
Tilak,Drama,telugu,Eros Now,Romantic,127,8,"Tilak is a 2006 Indian Telugu film, directed by Sarath Kumar and Produced by Radhika Sarath Kumar and Radaan Media Works. The film stars Sarath Kumar, Nayanthara, Seema Biswas, Vadivelu, Mukesh Tiwari and Vijayakumar in lead roles. The film had musical score by Srikanth Deva."
Ungal Anbu Thangachi,Drama,tamil,JioHotstar,Action,130,6,"Ungal Anbu Thangachi is a 1994 Indian Tamil film, directed by Jackob Freez and produced by T Motcham Fernando. The film stars Raja, Kirtana, Ravindar, Jaya Bharti."
Pookalai Pareekatheergal,Drama,tamil,Zee,Drama,135,6,"Pookalai Pareekatheergal is a 1986 Indian Tamil film, directed by Alagappan and produced by Mangaadu Amman Films. The film stars Suresh, Nadiya, N. Mohan, Rajiv, S. S. Chandran and Senthil in lead roles. The music of the film was composed by T. Rajender."
Vazhkai Chakkaram,Drama,tamil,Sony,Comedy,117,8,"Thangavelu dearly loves his fiance, Kalyani. Her father, however, threatens to stop the marriage over dowry issues. Thangavelu somehow convinces him but another tragedy strikes on the marriage day."
Vadakkunokki Yantram,Comedy,malayalam,ETV,Horror,118,9,"The movie is a humorous take on a marital discord caused by the husband's inferiority complex.It gives out the message that, like a Vadakkun Nokki Yanthram(Compass) one should not be unidirectional."
Prema Chakram,Drama,telugu,Eros Now,Romantic,107,9,"Prema Chakram is a 1996 Indian Telugu film, directed by Indhunaathan and produced by G Balasubrahmanyam. The film stars Nishanth, Payal and Illavarasu in lead roles. The film had musical score by Arabin Yusuf."
Nene Monaganni,Drama,telugu,JioHotstar,Action,149,7,"Nene Monaganni is a 1968 Indian Telugu film, directed and produced by SD Lal. The film stars Sheela, Santha Kumari, Sandhya Rani and Dulipal in lead roles. The film had musical score by TV Raju."
Balaraju,Drama,telugu,Zee,Drama,163,7,"Ardharatri Swatantram is a 1948 Telugu film, directed and produced by Ghantasala Balaramayya. The film stars Akkineni Nageswara Rao, Anjali Devi and Varalakshmi in lead roles."
Manamagale Vaa,Drama,tamil,Sony,Comedy,134,7,"Manamagale Vaa is a 1988 Indian Tamil film, directed by Panchu Arunachalam and produced by BH Rajannah. The film stars Prabhu, Radhika Sarathkumar, Goundamani and Chinni Jayanth in lead roles. The music of the film was composed by Ilaiyaraaja."
Karumpuli,Action,tamil,ETV,Horror,106,7,"When a gang of young men embarks on a journey to unleash terror, it turns into a race against time for all those involved."
Priyamudan Prabhu,Drama,tamil,Eros Now,Romantic,98,6,"Priyamudan Prabhu is a 1984 Indian Tamil film, directed by P. A.Gangaikondan and produced by P. L. Mohanram. The film stars Prabhu and Brindha in lead roles. The film had musical score by Ilayaraja."
Aakrosham,Drama,malayalam,JioHotstar,Action,164,6,"Aakrosham is a 1982 Indian Malayalam film, directed and produced by AB Raj. The film stars Prem Nazir, Srividya, Mohanlal and Rajalakshmi in lead roles. The film had musical score by Ben Surendar"
Kourava Samrajyam,Drama,telugu,Zee,Drama,105,8,"Madhu and Lata are in deep love with each other.Lata is the daughter of a low-caste tribal and Madhu is the son of the high caste family.Their love is being supported by Chandra Mohan.But Madhu's father doesn't want a low caste girl to become his daughter - in - law.So he plans and sends his son to the city to study and tries to harass Lata.But at the right time, the people of the village gain their senses and starts their fight against the cruel rulers of the village."
Manishiki Maro Peru,Drama,telugu,Sony,Comedy,111,8,"Manishiki Maro Peru 1983 Indian Telugu Movie directed by B. Padmanabham Produced by Mohan Babu film Stars Cast Krishna, Harinath, Jamuna, in lead roles. The film had musical score by P. Adinarayana Rao."
Vilayada Vaa,Drama,tamil,ETV,Horror,142,8,"Vilayada Vaa is a 2012 Indian Tamil film, directed by Vijaya Nanda and produced by Leelakesavan. The film stars Viswanath Balaji, Ponvannan, Divya Padmini, Livingston and Manobala lead roles. The film had musical score by Sri Murali."
Moodu Mulla Bandham,Drama,telugu,Eros Now,Romantic,136,7,"Radha is a simple girl who believes in the institution of marriage. Her life changes completely when the man she is about to marry dies in an accident. Moreover, everyone blames it on her misfortune."
Devadasu,Romance,telugu,JioHotstar,Action,175,9,"Devadasu is a 1953 Indian Telugu film, directed by Vedantam Raghavaiah and produced by D. L. Narayana. The film stars Akkineni Nageswara Rao, Savitri, Lalitha and S. V. Ranga Rao in lead roles. Music of the film was composed by C. R. Subburaman."
Manasse Ninakku Mangalam,Romance,malayalam,Zee,Drama,139,6,"Ravindra Menon, accidentally meets a widow, Rajani, and falls in love with her. But, Rajani, who refuses to love him, dies unexpectedly, leaving behind her daughter, Usha, whom Ravindra Menon adopts."
Raktham Chhndhina Rathri,Horror,telugu,Sony,Comedy,104,8,"Raktham Chhndhina Rathri is a 1993 Indian Telugu film, directed by Viji Thamp and produced by G. Madhu Kumar. The film stars Suresh Gopi, Ranjini, Jairam and Rehman in lead roles"
Idhu Konjam Pudhusu,Mature,tamil,ETV,Horror,58,9,"Idhu Konjam Pudhusu is a 2005 Indian Tamil movie directed by M.S.Guptha and produced by M. K. Saimohan. The film stars Abhinaya Sri, M.S.Guptha, Anu, Keerthana, in lead roles. The film had musical score by Rajkumar."
Antharangam,Thriller,tamil,Eros Now,Romantic,111,7,"Antharangam is a 2010 Indian Tamil film, directed by Aruna Raje and produced by K.S.Elangovan. The film stars Manisha Koirala, Karan Nath, Rajath Kapoor, Natanya Singh and Aman Varma in lead roles. Music of the film was composed by Himesh Reshammiya."
Puthisaligal,Drama,tamil,JioHotstar,Action,126,7,"Puthisaligal is a family drama Tamil retro movie directed by T.P.Arjun starring, Chandra Babu, T.R.Ramachandran, K.A. Thangavelu and others."
Dhamayanthi Varugiraal,Horror,tamil,Zee,Drama,124,9,"Dhamayanthi Varugiraal' is a 2014 Indian Hindi film, directed by Benny P Thomas and produced by Benny P Thomas.The film stars Uresh Krishna & Vani Viswanath in lead roles."
